quantity_order,duration,machine_available,bom_depth,total_operations,total_bom_components,is_delayed
1374,55,2,5,9,58,1
1017,23,4,1,12,20,0
934,21,5,3,8,31,0
654,11,3,2,6,9,0
2042,64,3,5,35,72,1
2078,29,4,1,2,21,0
251,11,2,2,3,27,0
2360,53,3,4,18,31,1
1629,43,2,3,27,28,1
812,21,6,3,18,49,0
973,29,4,5,11,69,1
78,5,2,1,13,20,0
1162,20,6,4,12,29,0
205,17,2,6,24,51,1
2197,77,2,5,35,90,1
2340,74,3,6,24,94,1
2369,224,1,5,27,74,1
755,11,5,1,9,17,0
1698,52,2,4,29,40,1
286,12,2,1,4,6,0
70,10,2,3,16,20,0
1923,115,1,6,17,38,1
2109,20,6,2,10,29,0
2210,51,4,3,14,56,1
1782,43,3,3,20,32,1
1344,112,1,6,21,58,1
1847,46,6,5,38,47,1
576,22,2,3,17,50,0
1581,24,6,4,5,69,0
631,34,1,3,17,45,1
2035,143,1,4,15,34,1
1210,50,1,1,1,16,0
323,20,4,5,0,53,0
2154,36,5,4,29,31,1
1246,48,3,3,25,29,1
146,42,4,5,36,90,1
1039,31,4,5,22,64,1
2166,30,5,4,0,55,0
671,23,4,4,18,49,0
2482,214,1,2,13,39,1
2318,78,1,2,2,29,1
96,11,6,5,1,55,0
2133,123,2,6,36,85,1
2471,47,4,6,16,30,1
1318,37,2,2,17,28,0
1710,41,3,3,0,14,0
504,22,1,1,5,8,0
1657,46,6,5,40,86,1
1952,31,3,1,10,14,0
1078,11,6,2,4,19,0
1434,45,5,4,31,62,1
606,71,1,5,18,90,1
459,12,3,2,9,31,0
494,20,5,3,19,61,0
655,33,3,5,24,47,1
1639,29,6,5,20,41,1
671,21,5,6,13,42,0
767,24,5,4,21,27,0
298,33,1,5,25,42,1
730,34,2,4,10,62,1
647,13,6,2,6,14,0
2292,37,6,3,16,32,0
2473,47,5,3,17,40,1
508,11,5,5,6,37,0
643,53,1,5,19,40,1
1683,58,2,2,5,22,0
2040,37,6,6,10,12,0
124,29,4,6,43,78,1
683,27,4,6,15,32,0
1746,92,2,4,26,73,1
1267,38,3,6,10,65,1
2263,134,1,3,15,40,1
2304,115,2,4,22,23,1
156,13,4,2,11,34,0
2175,44,5,3,26,55,1
421,13,4,3,7,42,0
1697,20,5,1,2,11,0
2420,132,1,2,1,28,1
1542,18,5,2,5,22,0
146,7,2,1,3,20,0
28,22,5,4,23,55,1
2252,63,3,6,28,97,1
2387,95,2,6,46,109,1
1969,201,1,6,45,61,1
2232,149,2,6,33,61,1
1011,31,3,6,19,62,1
458,27,1,1,1,20,0
1958,30,4,2,13,17,0
955,42,3,4,17,47,1
1387,77,1,3,1,40,1
1532,26,5,6,0,23,0
150,5,2,1,3,23,0
1930,126,1,4,33,76,1
102,18,2,4,10,51,0
248,20,5,4,26,34,0
214,13,1,1,6,23,0
1466,30,4,3,5,49,0
254,34,3,6,43,88,1
841,45,1,4,2,80,1
304,10,5,1,13,20,0
865,65,1,2,11,20,0
2074,44,2,1,13,22,0
80,6,6,1,6,20,0
1302,40,1,1,0,19,0
1358,39,4,4,19,74,1
314,18,1,1,5,14,0
1040,19,3,2,5,11,0
1347,73,1,4,10,29,1
826,9,6,2,2,21,0
1136,30,2,5,3,32,0
830,44,1,1,12,18,1
202,19,4,6,9,91,1
1786,47,5,6,28,96,1
538,49,1,4,0,39,0
2228,146,1,6,39,114,1
260,18,3,4,7,52,0
1798,32,4,1,8,19,0
2036,36,6,3,5,57,0
2473,36,5,3,16,34,0
1413,44,2,2,18,35,0
1177,44,1,1,0,12,0
2082,50,6,6,14,40,1
1106,19,5,1,12,17,0
1857,86,2,5,30,81,1
514,23,6,3,20,49,0
1631,32,4,6,2,22,1
2393,44,4,3,1,44,0
2482,37,5,1,2,8,0
1397,84,2,6,40,105,1
1232,32,4,2,15,19,0
727,10,5,1,7,18,0
348,13,4,2,12,34,0
668,35,4,6,20,104,1
971,25,6,3,11,55,0
438,16,6,5,27,85,1
908,28,4,4,11,49,0
148,13,3,3,0,60,0
551,18,6,2,19,21,0
2114,38,2,1,7,18,0
1265,32,5,6,48,52,1
2492,52,5,3,20,49,1
393,39,2,5,38,52,1
203,36,2,6,40,103,1
2242,60,2,2,16,22,1
1905,145,2,6,41,110,1
2349,149,1,6,35,92,1
741,11,5,1,5,12,0
2173,192,1,4,25,39,1
694,17,4,2,6,20,0
91,5,4,1,6,19,0
2390,45,5,4,7,27,0
2392,35,4,1,13,20,0
541,29,2,4,25,40,1
1993,107,1,4,23,68,1
230,21,2,4,23,26,1
644,10,4,1,7,16,0
1779,47,6,6,47,69,1
2380,148,1,4,11,33,1
1884,84,2,6,46,77,1
12,10,5,2,7,30,0
1727,87,2,5,8,98,1
215,13,6,6,2,81,0
1865,39,4,5,20,61,1
49,15,1,4,30,48,1
2116,50,5,5,23,55,1
653,46,1,5,3,88,1
1540,39,5,4,19,56,1
1917,120,1,6,15,40,1
2153,25,4,4,9,21,0
907,21,5,2,10,29,0
1095,48,3,3,25,58,1
1289,63,1,1,12,19,1
2405,146,1,4,4,18,1
680,27,2,4,10,69,0
1515,36,5,5,28,45,1
2374,28,6,2,12,28,0
728,43,3,5,14,95,1
1081,31,4,6,5,80,1
1965,66,2,4,14,34,1
1169,38,3,4,19,79,1
259,21,5,5,33,93,1
2371,54,3,4,1,36,1
1902,149,1,6,43,65,1
1863,126,1,3,15,35,1
1513,28,2,1,2,18,0
1244,10,5,1,1,15,0
53,3,5,1,0,20,0
592,26,3,3,13,38,0
1298,54,2,4,23,73,1
229,29,5,5,27,60,1
1935,25,6,2,15,26,0
2458,59,6,4,31,79,1
1000,65,1,3,4,15,0
1822,50,3,6,9,69,1
867,30,4,3,16,20,0
813,44,1,1,12,25,0
499,17,2,4,8,15,0
1790,18,5,1,7,15,0
1503,88,1,2,3,38,1
1715,64,4,6,28,94,1
2324,29,4,1,11,25,0
63,12,6,2,15,24,0
625,26,2,3,22,32,0
1092,44,1,1,10,21,0
1858,28,3,1,10,16,0
964,71,1,5,6,17,1
2443,81,6,6,48,69,1
1639,67,4,6,44,86,1
659,20,2,3,3,49,0
2357,69,2,5,13,87,1
404,16,3,2,9,28,0
1369,50,2,2,9,21,0
2453,30,6,3,9,51,0
380,26,6,6,43,51,1
867,8,6,2,1,37,0
800,54,2,3,25,40,1
667,17,2,2,8,26,0
1402,26,6,4,7,64,0
393,11,2,1,4,22,0
2119,120,2,6,13,114,1
248,12,4,4,6,38,0
204,13,1,3,6,32,0
2118,28,5,3,8,58,0
1162,42,2,4,2,34,0
2025,27,5,1,13,26,0
165,4,5,1,0,11,0
932,33,4,5,21,86,1
1619,66,2,2,13,36,1
984,32,6,5,25,37,1
1240,21,5,1,9,25,0
2445,77,2,4,27,64,1
1824,47,3,2,12,30,0
847,26,6,4,13,42,0
2017,47,3,5,8,38,0
1373,46,3,3,18,48,1
2397,40,5,4,25,32,1
213,21,3,5,1,41,0
170,19,4,5,10,44,0
401,21,4,5,16,64,0
778,18,5,3,1,46,0
1103,43,2,3,18,38,0
414,25,1,3,6,48,1
617,26,2,2,17,36,0
1624,53,2,3,12,44,1
1550,42,2,3,4,21,0
1847,73,2,3,17,60,1
699,23,6,4,22,73,0
1250,83,1,3,25,41,1
2113,27,6,2,15,25,0
375,22,3,5,7,78,0
1732,78,2,4,25,57,1
464,12,4,1,8,22,0
113,8,5,3,0,57,0
86,24,5,5,27,63,1
239,19,6,5,13,44,0
1947,37,6,4,33,47,1
2388,42,4,1,10,17,0
1215,67,2,6,30,79,1
902,49,1,2,5,33,0
1583,86,3,6,48,58,1
2084,31,5,5,4,49,0
1685,55,3,6,30,41,1
308,52,1,5,36,41,1
966,27,6,6,14,60,0
1124,24,5,5,14,29,0
1484,41,3,5,4,89,1
374,21,6,4,27,60,0
1708,96,1,1,0,9,1
360,21,3,5,10,97,0
2310,74,2,2,10,30,1
1914,17,6,2,5,13,0
1021,94,1,3,22,48,1
508,40,3,5,39,78,1
959,37,2,5,1,93,1
2004,59,2,5,14,21,1
2056,128,1,6,22,46,1
517,20,4,5,21,58,1
1337,30,5,5,8,92,0
175,18,1,2,14,38,0
929,25,2,1,7,25,0
123,11,2,1,13,23,0
1001,73,1,3,15,39,1
1961,45,4,2,13,22,0
2264,37,5,5,29,52,1
1268,19,3,1,12,21,0
524,46,1,4,8,69,1
1241,25,5,4,0,44,0
718,15,5,4,7,34,0
2195,38,6,5,17,59,1
348,36,2,5,26,69,1
77,11,3,3,17,24,0
1606,138,1,3,25,46,1
1574,53,2,3,16,27,1
392,36,6,6,31,82,1
28,22,6,4,20,27,0
2131,65,2,5,31,57,1
582,29,4,4,30,43,1
1309,21,5,3,4,38,0
2268,190,1,5,15,31,1
1953,112,1,2,13,40,1
660,53,1,1,13,20,0
1655,51,2,1,13,26,1
1003,36,4,3,13,52,0
1348,41,3,4,23,33,1
910,20,6,2,13,31,0
1694,72,2,5,34,76,1
1595,51,3,4,16,56,1
1933,24,6,3,13,35,0
1791,24,6,4,3,7,0
1146,25,4,3,10,43,0
2227,58,5,6,46,80,1
1954,80,1,1,13,16,1
1047,18,3,1,7,12,0
1748,62,2,4,1,46,1
297,11,3,2,10,23,0
2246,54,5,5,33,58,1
1600,105,1,3,22,42,1
1755,67,3,5,30,40,1
1108,17,5,1,4,21,0
2334,97,2,2,12,34,1
949,14,4,2,0,21,0
1458,25,6,5,6,75,0
580,22,2,1,6,15,0
1010,83,1,5,41,86,1
1215,27,6,4,12,48,0
927,27,2,2,10,17,0
1884,79,2,2,17,44,1
842,53,2,4,33,46,1
2250,77,2,1,1,12,0
1688,23,6,2,18,42,0
625,88,1,6,37,111,1
415,19,5,6,0,97,0
1759,94,3,6,42,74,1
102,8,4,3,17,27,0
2487,39,3,3,9,23,0
663,11,3,1,1,2,0
443,17,4,4,0,61,0
1145,34,6,5,15,36,0
384,26,1,1,9,23,0
1076,40,4,5,38,70,1
216,17,1,1,12,17,0
789,12,6,3,0,24,0
1329,37,3,6,22,24,1
1151,102,1,4,33,68,1
541,16,6,3,16,52,0
2223,52,6,4,24,73,1
99,33,5,5,41,59,1
1127,21,4,1,5,13,0
22,8,5,2,4,39,0
1867,37,3,2,7,35,0
814,27,4,4,29,80,1
954,29,3,6,4,73,1
1867,30,5,6,11,20,0
1620,27,6,4,6,74,0
1969,39,3,3,12,54,0
1062,18,4,2,12,13,0
305,25,4,3,16,59,0
935,32,3,5,3,35,0
649,20,4,2,17,21,0
2397,46,6,5,41,54,1
637,7,6,1,2,14,0
2496,47,4,3,11,59,1
1177,29,3,4,0,34,0
951,27,5,2,10,42,0
839,23,4,3,17,38,0
1780,32,4,4,12,18,0
985,11,4,1,0,7,0
964,24,4,2,7,29,0
1272,39,3,5,31,92,1
961,11,5,1,3,17,0
953,28,5,6,16,32,0
2212,154,1,4,33,77,1
1214,24,4,2,2,25,0
2145,37,4,2,2,20,0
1544,76,1,1,5,22,1
1106,25,5,2,9,43,0
188,30,2,4,23,30,0
2269,17,6,1,5,19,0
1838,55,2,5,17,87,1
1267,16,5,1,1,21,0
474,12,4,1,13,20,0
1784,86,2,5,38,69,1
1240,67,3,6,32,82,1
894,31,3,4,22,61,1
2423,199,1,6,24,71,1
2333,55,5,6,36,40,1
2437,55,5,6,26,90,1
1342,32,2,3,0,51,0
1664,33,4,6,20,49,1
954,33,5,3,26,56,1
934,34,2,5,9,29,0
1948,72,2,4,30,71,1
503,32,6,6,43,115,1
1556,26,6,2,19,23,0
1979,37,5,5,1,71,1
1104,51,2,3,22,39,1
2421,132,1,4,14,27,1
1835,77,1,1,11,16,1
772,14,6,4,12,70,0
2333,34,5,4,13,46,1
59,13,4,6,1,87,0
915,80,1,6,33,116,1
573,40,1,3,2,48,1
792,19,6,3,4,33,0
2050,44,6,6,24,92,1
1841,52,5,6,47,88,1
593,17,6,2,14,44,0
1329,30,3,2,11,37,0
245,20,2,5,8,23,0
2113,181,1,6,30,62,1
1952,41,3,1,13,19,0
369,29,4,2,20,42,0
1940,38,3,3,15,33,0
119,9,5,4,7,78,0
201,22,4,5,2,51,0
913,14,4,2,1,6,0
1126,27,6,4,15,16,0
871,31,3,4,18,57,0
1093,22,5,2,8,14,0
659,48,1,1,5,9,0
48,5,6,1,9,24,0
646,30,3,5,27,46,1
1046,40,1,1,3,17,0
45,13,3,5,9,16,0
2158,26,6,3,18,30,0
1371,80,1,2,12,35,1
1993,37,6,4,17,63,1
175,32,3,5,31,43,1
2440,31,4,1,13,19,0
1889,102,2,5,35,43,1
40,24,4,6,8,72,1
20,25,6,5,35,65,1
2021,24,6,1,12,21,0
2153,36,6,6,15,68,1
2249,172,1,6,27,107,1
495,8,5,1,4,10,0
1299,41,6,6,46,55,1
1457,23,4,2,1,30,0
2295,91,2,4,34,63,1
1953,21,6,2,3,31,0
1973,17,6,2,0,11,0
1861,21,6,1,6,25,0
1479,104,1,1,11,16,1
1376,22,6,4,16,33,0
1000,23,4,5,0,18,0
834,23,3,2,9,11,0
1472,41,5,6,22,43,1
2163,39,6,4,26,74,1
2238,134,1,2,18,36,1
2241,46,4,5,23,49,1
235,18,6,6,2,71,0
786,49,1,2,11,44,1
1122,33,3,3,2,41,0
697,26,2,4,14,35,0
539,6,6,1,0,13,0
981,29,4,2,17,35,0
945,116,1,6,31,111,1
1432,99,1,6,6,28,1
2163,37,6,4,18,72,1
1304,97,1,4,6,21,1
2008,67,2,6,4,51,1
1536,152,1,6,39,87,1
688,24,5,6,20,56,1
2450,36,5,2,15,23,0
49,34,1,6,47,98,1
1115,11,6,1,2,25,0
854,43,5,6,46,80,1
1753,22,4,1,6,14,0
2258,37,5,2,4,38,0
456,61,1,4,22,79,1
1244,11,6,1,10,20,0
1360,32,3,2,9,26,0
236,32,6,6,20,101,1
57,8,6,2,8,44,0
1472,38,6,6,32,59,1
1840,33,4,2,19,20,0
196,25,2,4,32,37,1
2402,158,1,1,7,19,1
2281,119,2,4,34,40,1
1942,39,3,3,1,38,0
858,57,2,6,35,76,1
2042,106,1,1,10,25,1
1262,83,1,4,18,61,1
1423,31,3,1,10,15,0
988,48,1,3,4,35,1
1622,60,3,5,28,80,1
1026,31,3,6,9,54,1
2245,157,1,6,39,99,1
1891,27,5,2,12,23,0
279,32,3,6,28,85,1
1640,116,1,6,4,61,1
319,18,5,4,11,65,0
2053,51,3,6,12,98,1
1584,47,5,6,21,108,1
1105,25,4,3,7,43,0
1705,27,6,3,14,33,0
1455,23,4,1,12,21,0
2177,15,5,1,0,8,0
229,35,3,6,37,45,1
62,35,1,6,42,53,1
1767,64,2,2,12,34,1
1484,77,1,1,4,17,1
1676,68,2,4,0,71,1
1270,70,2,6,10,92,1
729,37,3,4,21,48,1
415,28,5,6,34,79,1
2479,209,1,4,5,42,1
2304,55,5,5,27,88,1
81,33,4,4,30,52,1
1863,28,3,1,6,12,0
2242,61,3,6,7,30,1
2063,25,4,1,4,7,0
1239,84,1,4,16,22,1
1577,27,6,3,5,45,0
396,16,4,3,8,29,0
1801,82,1,3,9,39,1
708,38,2,6,19,37,1
1210,27,3,2,13,15,0
836,45,1,5,13,45,1
1832,35,5,4,25,79,1
358,13,5,2,16,23,0
1288,35,3,3,26,60,1
317,28,4,4,24,53,1
1160,18,6,2,15,28,0
1970,22,4,1,3,10,0
2344,104,1,3,1,61,1
775,15,4,2,15,28,0
734,49,3,6,32,74,1
1629,57,1,1,2,5,1
392,22,2,3,22,45,0
2445,44,4,5,10,71,1
534,21,4,3,15,56,1
285,22,6,6,17,44,0
346,55,1,5,40,89,1
1983,44,5,5,28,79,1
490,22,4,5,4,65,0
920,39,3,4,23,46,1
2006,49,4,4,28,68,1
1361,40,6,5,28,57,1
2043,56,2,1,11,16,0
1764,37,6,5,25,67,1
118,6,4,2,7,38,0
337,17,5,5,2,51,0
1809,37,4,4,1,36,0
324,27,1,4,24,51,1
1144,24,4,2,18,23,0
790,18,5,2,7,35,0
1530,93,1,3,1,10,1
165,6,3,1,2,13,0
1506,78,1,1,0,25,1
1734,28,6,1,13,23,0
896,46,2,6,26,108,1
731,33,6,4,34,71,1
922,36,1,1,8,16,0
880,18,3,3,4,38,0
22,10,4,3,5,19,0
507,32,1,1,3,22,0
1766,33,6,2,16,41,0
2295,196,1,3,20,35,1
1127,87,1,2,20,40,1
1204,76,1,4,30,68,1
2014,67,3,6,47,67,1
1657,32,5,3,21,44,1
1600,25,5,2,10,43,0
1500,60,1,1,1,9,1
152,16,3,4,14,71,0
1234,40,3,5,9,47,1
574,53,1,5,37,56,1
2441,24,6,1,4,12,0
1725,39,6,4,30,47,1
426,38,2,4,27,64,1
1858,154,1,4,30,55,1
2365,84,2,4,5,22,1
1727,38,6,5,13,47,1
1400,22,6,2,15,44,0
1077,97,1,4,24,62,1
1876,45,2,2,6,12,0
1131,41,2,4,1,48,0
1298,67,1,3,5,52,1
1816,84,2,6,40,81,1
2197,32,4,3,6,60,1
1514,34,6,6,33,93,1
1026,19,5,3,18,37,0
962,28,3,4,24,32,1
81,9,2,2,3,11,0
1700,64,2,6,15,94,1
1301,35,3,5,17,31,1
1354,50,2,1,12,24,0
2164,83,3,6,36,111,1
892,83,1,6,26,48,1
148,33,4,5,33,82,1
2330,58,4,4,10,60,1
1514,21,6,3,0,18,0
2473,39,5,3,12,18,0
742,21,2,2,4,7,0
1758,28,5,4,17,33,0
433,38,1,5,13,28,1
1601,31,4,4,12,76,0
399,73,1,4,31,76,1
351,24,1,3,6,45,0
955,45,2,5,7,76,0
623,23,1,1,1,4,0
502,20,4,6,6,20,0
201,22,5,3,19,31,0
508,31,4,5,15,42,1
831,26,2,2,10,16,0
1745,59,4,6,30,60,1
1266,47,3,6,26,28,1
1978,35,5,3,27,29,1
236,7,3,2,0,19,0
1404,34,3,3,20,47,0
2196,41,6,4,28,53,1
826,44,2,5,7,84,0
1483,64,1,2,0,25,1
1096,74,3,6,40,66,1
113,16,4,3,18,59,0
1884,185,1,6,20,71,1
880,21,4,2,8,24,0
677,40,4,6,20,37,1
2052,152,1,3,24,52,1
282,24,1,3,9,12,0
1039,19,4,1,7,18,0
2241,128,2,6,22,28,1
1061,13,5,1,10,25,0
1583,14,6,1,0,19,0
302,25,5,6,19,80,1
2234,62,2,2,7,13,1
2115,29,6,4,11,58,0
1302,79,1,3,0,25,1
317,18,6,5,9,70,0
986,16,4,1,3,13,0
1261,22,5,2,14,37,0
1280,25,6,6,5,84,0
1527,28,4,2,4,9,0
2140,53,2,2,4,37,1
1219,29,6,6,17,63,0
2309,72,4,5,27,56,1
1388,73,2,6,34,62,1
1783,128,1,5,21,59,1
1729,101,2,6,33,98,1
2052,51,2,1,3,19,0
805,27,5,5,17,93,1
906,18,4,1,8,12,0
1971,38,6,5,25,58,1
219,20,5,5,41,82,1
977,46,3,6,21,93,1
481,36,2,5,32,56,1
2427,37,3,1,12,15,0
932,49,5,6,42,91,1
146,16,4,3,13,60,0
376,11,5,1,9,18,0
193,13,4,3,18,44,0
1408,26,4,2,20,24,0
546,66,1,6,47,86,1
1612,49,2,2,7,24,1
1283,39,5,6,31,91,1
1106,39,4,6,30,37,1
1315,10,5,1,1,18,0
925,31,5,3,22,55,0
161,25,4,6,24,82,1
1038,20,6,3,6,43,0
1228,38,3,6,18,73,1
1987,60,2,3,6,47,1
280,19,2,2,14,33,0
1196,13,6,1,7,21,0
469,55,1,6,13,51,1
114,11,6,4,0,11,0
1720,105,1,3,12,40,1
2219,88,1,3,2,5,1
2408,60,6,4,27,51,1
443,11,2,1,5,11,0
149,15,3,3,18,38,0
1504,44,2,1,3,18,0
96,16,2,3,20,39,0
1721,54,2,5,2,6,1
2240,22,6,3,3,19,0
2425,27,6,5,4,13,0
138,25,6,6,25,108,1
1279,31,2,1,8,25,0
1611,31,3,3,9,25,0
679,38,1,2,7,11,0
158,12,5,2,11,32,0
994,55,1,4,2,3,0
861,49,1,2,17,42,1
1466,38,5,5,22,28,1
637,24,2,2,7,36,0
1502,36,3,2,0,26,0
2054,46,3,2,13,36,0
893,85,1,3,21,34,1
2351,46,5,4,22,76,1
1798,24,4,1,12,13,0
259,27,2,4,11,64,1
957,117,1,5,34,86,1
984,32,3,3,17,62,1
1335,37,6,6,20,83,1
993,19,6,3,12,46,0
898,21,5,2,14,34,0
2127,33,5,2,9,20,0
884,69,1,5,0,81,1
1336,68,4,6,37,100,1
480,18,3,3,8,58,0
1997,185,1,6,41,89,1
100,6,4,1,8,24,0
539,19,5,4,22,46,1
670,19,6,3,13,46,0
748,40,2,6,10,74,1
881,10,6,1,6,9,0
1696,26,3,1,7,13,0
201,19,3,4,25,42,0
1996,20,6,1,13,21,0
2195,47,6,5,33,59,1
354,11,4,1,13,21,0
1018,94,1,6,37,54,1
212,17,5,5,4,93,0
582,11,4,1,4,12,0
201,17,2,2,18,35,0
2062,13,6,1,2,5,0
1923,118,2,5,37,49,1
1726,65,2,1,11,21,0
320,10,4,1,9,19,0
2113,25,5,1,12,14,0
452,48,3,5,41,82,1
1270,68,1,1,6,21,0
879,42,3,4,29,45,1
594,19,5,6,2,67,0
1604,37,3,4,27,72,1
1547,33,6,5,32,82,1
369,11,6,2,9,17,0
1733,23,4,4,2,25,0
2087,96,2,6,4,52,1
1812,46,5,3,24,41,1
2021,40,5,6,18,41,1
2165,46,3,4,0,17,0
853,19,4,3,5,47,0
1635,53,3,5,8,53,1
900,30,3,6,4,68,0
2001,36,5,2,13,17,0
1992,38,3,3,9,34,1
969,39,2,3,1,4,0
1478,71,3,6,36,39,1
1471,53,2,4,32,65,1
741,19,5,3,24,40,1
615,47,4,5,41,98,1
624,24,6,6,28,114,1
2014,74,2,5,24,65,1
1729,40,4,6,8,19,1
683,23,4,5,2,45,0
1280,55,2,4,14,46,0
1597,31,5,6,3,9,0
1621,82,1,2,12,41,1
906,33,4,4,19,56,1
1472,39,4,5,22,60,1
287,42,5,6,36,103,1
561,17,5,4,7,54,0
1646,55,3,5,36,79,1
2168,22,5,1,7,22,0
2442,33,4,1,12,24,0
770,27,2,3,0,25,0
1459,79,1,2,0,36,1
414,9,3,1,6,21,0
1368,47,2,5,21,43,1
1242,82,1,4,4,53,1
31,39,1,6,45,74,1
687,48,1,4,14,64,1
2038,43,6,3,20,62,0
1241,73,2,4,24,33,1
2065,34,3,1,0,17,0
1818,47,3,4,6,12,0
538,31,1,1,5,17,0
2047,54,2,1,9,15,1
1686,22,6,2,17,28,0
666,71,1,3,27,48,1
175,19,5,5,18,88,0
858,16,3,1,3,15,0
505,27,4,6,6,95,1
599,42,1,3,7,22,0
438,25,5,5,23,34,0
172,15,3,6,10,15,0
2423,26,6,4,0,25,0
1272,54,2,3,21,62,1
81,37,3,6,31,39,1
664,21,2,3,7,18,0
278,14,2,3,20,26,0
1786,25,6,4,1,42,0
2472,33,6,4,14,76,1
1278,101,1,3,20,43,1
1025,97,1,6,23,104,1
1093,27,3,2,17,36,0
15,4,6,1,0,15,0
991,34,5,4,8,80,0
416,9,3,2,2,36,0
1963,42,4,4,19,43,1
2083,75,2,3,18,23,1
995,36,2,2,17,28,0
399,35,1,6,19,35,1
719,44,5,6,29,98,1
1481,45,6,5,39,72,1
763,10,6,1,0,10,0
2203,120,1,1,7,19,1
1421,51,4,4,23,64,1
1282,15,3,1,2,25,0
535,39,3,5,29,40,1
1495,49,5,6,25,99,1
2070,107,1,2,9,23,1
2441,118,1,2,11,29,1
565,35,4,6,37,101,1
28,11,3,3,12,38,0
584,74,1,6,3,108,1
1013,18,6,2,12,31,0
2476,39,5,4,16,26,1
2476,65,3,5,32,36,1
1948,31,4,6,4,28,1
1949,24,5,3,27,39,0
1645,49,2,4,23,59,1
1708,36,6,6,16,18,1
2179,44,4,4,10,16,1
441,22,5,6,11,18,0
2101,131,1,4,12,23,1
1905,56,2,1,7,24,0
1953,37,4,4,0,66,0
1350,88,1,1,8,17,1
2438,16,6,2,1,10,0
154,7,2,1,13,24,0
2420,72,3,4,12,77,1
1083,68,1,5,1,3,1
1098,28,5,5,3,31,0
2412,33,4,2,11,32,0
809,29,2,4,9,58,1
1161,48,1,1,2,18,1
2455,42,3,5,3,75,1
1966,36,4,6,5,26,0
472,26,4,3,22,44,0
1784,97,1,4,4,60,1
2055,34,3,6,2,57,1
817,34,6,6,9,98,1
196,15,6,4,18,62,0
1753,57,2,3,13,23,1
741,64,1,5,20,81,1
1945,81,2,3,27,30,1
1223,15,6,2,10,18,0
1421,26,4,1,11,25,0
438,20,2,1,4,13,0
1317,62,3,6,35,86,1
2294,41,5,5,23,27,1
1227,31,6,3,21,43,0
1320,54,6,6,37,70,1
780,30,3,4,16,20,0
767,55,2,6,21,115,1
145,20,1,4,18,30,0
801,23,4,4,9,34,0
180,8,5,2,10,12,0
2216,77,1,2,5,9,1
2258,96,1,4,1,7,1
1590,52,3,5,32,53,1
971,20,2,2,10,24,0
885,21,6,2,15,32,0
2428,20,6,1,2,26,0
112,38,3,6,36,73,1
1011,23,2,1,3,10,0
1158,50,3,5,22,48,1
1491,17,6,2,3,26,0
667,49,1,2,7,33,1
1230,24,4,3,6,43,0
432,35,2,5,25,55,1
180,23,5,6,24,28,1
2230,43,5,6,16,52,1
462,50,1,6,14,92,1
2407,78,3,5,36,74,1
1985,62,3,3,12,38,0
1667,24,6,3,3,26,0
2063,89,1,1,5,10,1
297,11,6,5,16,88,1
1651,35,6,5,21,48,1
1457,33,5,3,16,51,0
1923,32,6,4,13,59,1
617,16,6,4,13,39,0
466,5,5,1,0,1,0
1774,45,3,4,7,69,1
1235,53,2,4,33,38,1
1245,35,4,4,25,46,1
1039,15,6,2,12,17,0
2433,60,2,1,13,20,1
456,18,5,3,21,46,0
844,41,2,4,15,37,0
820,41,4,6,29,79,1
1434,44,2,2,15,17,0
1421,79,2,4,23,31,1
968,34,2,2,3,25,0
1485,25,2,1,2,7,0
818,57,1,6,5,27,1
988,24,6,6,3,98,1
2473,46,5,6,17,58,1
735,20,4,4,5,72,0
1226,20,5,2,4,37,0
2207,160,1,6,26,87,1
1913,147,1,5,40,71,1
788,46,1,5,10,44,1
982,15,6,2,5,9,0
1548,162,1,4,15,67,1
1426,64,2,4,18,46,1
2133,37,5,1,10,19,0
608,15,3,1,4,9,0
234,25,4,6,14,42,0
1563,99,1,3,25,51,1
2170,26,5,1,7,24,0
2308,158,1,4,30,77,1
850,29,6,3,18,33,0
1824,77,1,1,8,23,1
723,37,1,2,18,39,1
1116,124,1,5,23,53,1
134,12,1,1,9,19,0
1102,18,4,1,8,23,0
1289,19,5,2,3,40,0
1760,35,6,4,9,62,0
39,15,1,6,8,86,1
2338,113,1,2,18,22,1
2027,119,1,6,14,38,1
2425,124,1,1,2,20,1
504,39,2,4,33,49,1
1619,51,2,3,9,25,1
727,14,3,1,2,10,0
1026,49,1,2,16,20,1
1347,39,3,3,19,47,1
615,32,4,5,20,85,1
384,16,3,3,1,33,0
1970,25,5,2,18,32,0
1058,34,2,3,16,42,0
1367,39,2,2,17,37,0
125,11,1,1,0,15,0
2105,153,1,4,1,56,1
1811,27,4,5,0,35,0
2156,34,6,4,9,65,0
1492,30,4,4,4,24,0
1556,27,5,4,11,53,0
1630,109,1,2,3,8,1
2462,161,1,2,5,10,1
694,19,4,5,8,28,0
1481,33,4,2,11,35,0
1609,32,4,6,25,111,1
2315,83,2,2,14,24,1
2178,65,3,2,15,21,0
819,22,3,2,12,42,0
987,39,1,1,8,18,0
2111,88,2,5,29,93,1
1364,54,4,6,6,110,1
793,46,1,2,19,32,1
250,26,2,5,3,27,0
1788,26,5,3,10,49,0
1563,22,6,1,7,24,0
492,21,2,2,5,36,0
1022,90,1,6,29,72,1
196,8,3,1,9,24,0
1891,53,4,6,29,84,1
2319,25,6,1,6,13,0
962,16,5,3,6,36,0
1397,52,6,5,35,44,1
